department,level,full_name,description,raw_precoreqs,offer_frequency,cross_listed,credit_hours,short_name,prerequisites,corequisites
CHME,4500,Chemical Reactor Design,"Principles of kinetics, reactor design, and analysis for both homogeneous and heterogeneous (catalytic) systems. Topics include design for multiple reaction networks (optimum selectivity), analysis of simple reactor combinations, and design of isothermal, adiabatic, and optimum temperature profile reactor.","Prerequisites: CHME 2010, CHME 2020, CHME 4010, and CHME 4020.",Fall term annually.,,3,CHME-4500,"['CHME-2010', 'CHME-2020', 'CHME-4010', 'CHME-4020']",[]
CHME,4600,Introduction to Semiconductor Processing,"The basic processes of fabrication of silicon-based semiconductor devices with emphasis on the chemical principles and systems involved. Topics include materials preparation, oxide growth, lithography, diffusion, ion implantation, epitaxial growth, chemical-vapor deposition, vacuum deposition, reactive ion etching, and packaging technologies. Fabrication of both bipolar and FET devices is discussed with emphasis on manufacturing process flow and control. Process design methodology.",Prerequisite: senior standing in chemical engineering or permission of instructor.,Fall term annually.,,3,CHME-4600,[],[]
CHME,4940,Readings in Chemical Engineering,,,,,1 to 3,CHME-4940,[],[]
CHME,4960,Topics in Chemical Engineering,,,,,3,CHME-4960,[],[]
CHME,6410,Advanced Membrane Concepts,"An in-depth and comprehensive treatment of membrane technology. Membrane preparation and morphology. Models for transport through membranes. Fluid-dynamic phenomena across membrane systems. Particle dynamics, membrane fouling, and concentration polarization. Applications to chemical and biochemical separations. Critical reviews of the current literature.",Prerequisite: a general knowledge of transport phenomena.,Fall term even-numbered years.,,3,CHME-6410,[],[]
CHME,6420,Separation and Recovery Processes,"The application of theoretical and fundamental principles and pilot plant data to the design and operation of biochemical separation processes and advanced waste treatment systems. Topics covered include characterization and dispersion, coagulation and flocculation, sedimentation, filtration, adsorption, ion exchange, membrane processes, aeration and gas transfer, centrifugation, and related subjects.",,Spring term annually.,,3,CHME-6420,[],[]
CHME,6430,Biochemical Engineering,"Engineering aspects of microbial processes and of conversions with immobilized enzymes. Topics are mixed-culture processes, sterilization, aseptic techniques, mass transfer, bioprocess control, product isolation, enzyme technology, bioprocess development. There are heavy emphases on continuous fermentation and on chemicals from biomass.",Prerequisite: microbiology or assigned reading.,Fall term annually.,,3,CHME-6430,[],[]
CHME,6440,Chromatographic Separations,"Theory and practice of chromatographic separation processes. Topics include chromatographic dispersion, adsorption isotherms, solute movement analysis, chromatographic techniques (reversed-phase, HIC, ion exchange, affinity, and size exclusion), modes of operation (gradient, elution, displacement, and continuous systems), novel morphologies and chromatographic applications in biotechnology. Includes critical reviews of the current literature and computer simulations. Suitable for graduate students in chemical engineering, chemistry, biology, and biomedical engineering. Students cannot receive credit for both CHME 4400 and CHME 6440.",,Spring term annually.,,3,CHME-6440,[],[]
CHME,6450,Advanced Biochemical Engineering,"Selected topics beyond the scope of CHME 6430. Particular emphasis on the current literature and the applications of computers and graphics. Extensive coverage is given to purification and separation technology, kinetic analysis, design of bioreactors, exploitation of genetic engineering, and bioprocess development. An individual project is required.",Prerequisite: CHME 6430 or permission of instructor.,Summer term annually.,,3,CHME-6450,['CHME-6430'],[]
CHME,6460,Biomolecular Engineering,"This course will focus on 1) designing, engineering, and selecting proteins and other biomolecules with desired functional and biophysical properties (high thermal stability, high solubility, low propensity to aggregate), and 2) characterizing thermodynamic and kinetic properties (folding, oligomerization, and self-association) of these biomolecules. (Students may not receive credit for both this course and CHME 4460.)",Prerequisites: BIOL 1010 or BIOL 2120 or equivalent.,Spring term annually.,,3,CHME-6460,"['BIOL-1010', 'BIOL-2120']",[]
CHME,6470,Downstream Processing in Biochemical Engineering,"The course focuses on the concentration, recovery, and isolation of biological molecules relevant in biotechnology. The characteristics of biological molecules such as proteins and biological fluids such as blood, fermentation, and cell culture broth, are discussed. The principles, advantages, and limitations of centrifugation, membranes, cell-disruption, two-phase extraction, precipitation crystallization, and electrical processes are discussed. Integrated bioseparation schemes are presented and many specific applications are discussed in detail.",Prerequisite: a course in biochemical engineering or permission of instructor.,Fall term odd-numbered years.,,3,CHME-6470,[],[]
CHME,6480,Single Molecules Complex Fluid,"This course will focus on the connections between the behavior of single molecules and their interactions and macroscopic non-Newtonian behavior. Among the topics discussed are microscopic models of these systems, techniques for measuring and manipulating the microsctructure, and the impact on macroscopic behavior. Students may not receive credit for both this course and CHME 4480.",CHME 4020 or equivalent.,Spring term even-numbered years.,,3,CHME-6480,['CHME-4020'],[]
CHME,6510,Advanced Transport Phenomena I,"Continuity, momentum, and energy equations for continuous fluids; constitutive relations. Kinematics of fluid motion; vorticity and circulation. Potential flow. Navier-Stokes equations. Boundary layer theory. Turbulence. Multicomponent reacting systems. Selected applications.",Prerequisites: CHME 4010 or equivalent and CHME 4020 or equivalent.,Spring term annually.,,3,CHME-6510,"['CHME-4010', 'CHME-4020']",[]
CHME,6520,Advanced Transport Phenomena II,"A continuation of CHME 6510. Treats irrotational flow, flow around bubbles, and other free surface problems, turbulent flow, jets, and wakes. Presumes an understanding of continuum mechanics, viscous flow, and boundary layer flow.",Prerequisite: CHME 6510 or permission of instructor.,Fall term odd-numbered years.,,3,CHME-6520,['CHME-6510'],[]
CHME,6540,Convective Heat Transfer,"A review of basic concepts of mass, momentum, and energy conservation as related to convective heat transfer. The analysis of laminar and turbulent forces and free convection problems in both internal and external flows. Also a study of the current state of the art in boiling and condensation heat transfer.",,Spring term annually.,,3,CHME-6540,[],[]
